0,0,82
0,0,23
0,0,20
0,0,21
0,0,18
0,0,34
0,0,40
0,0,18
0,0,34
0,0,36
0,0,41
0,0,38
0,0,38
0,0,38
0,0,46
0,0,39
0,0,38
0,0,40
0,0,36
0,0,39
0,0,39
0,0,37
0,42.7861,39
0,42.7861,39
0,42.7861,30
0,42.7861,25
0,42.7861,65
0,42.7861,39
0,42.7861,49
0,42.7861,49
0,42.7861,30
0,42.7861,41
0,42.7861,41
0,42.7861,41
0,42.7861,44
0,42.7861,39
0,42.7861,43
0,42.7861,38
0,42.7861,25
0,42.7861,38
0,42.7861,38
0,42.7861,39
0,42.7861,40
0,42.7861,39
0,42.7861,46
0,42.7861,38
0,42.7861,39
0,42.7861,38
0,42.7861,40
0,42.7861,39
0,42.7861,49
0,42.7861,28
0,60.0985,40
0,60.0985,40
0,60.0985,39
0,60.0985,38
0,60.0985,39
0,60.0985,42
0,60.0985,38
0,60.0985,41
0,60.0985,39
0,60.0985,37
0,60.0985,42
0,60.0985,38
0,60.0985,39
0,60.0985,40
0,60.0985,38
0,60.0985,39
0,60.0985,38
0,60.0985,38
0,60.0985,32
0,60.0985,29
0,60.0985,39
0,60.0985,41
0,60.0985,38
0,60.0985,37
0,60.0985,40
0,60.0985,39
0,60.0985,39
0,60.0985,40
0,60.0985,40
0,60.0985,34
0,59.9401,48
0,59.9401,38
0,59.9401,57
0,59.9401,38
0,59.9401,39
0,59.9401,38
0,59.9401,39
0,59.9401,28
0,59.9401,39
0,59.9401,44
0,59.9401,41
0,59.9401,42
0,59.9401,38
0,59.9401,39
0,59.9401,39
0,59.9401,38
0,59.9401,39
0,59.9401,38
0,59.9401,41
0,59.9401,38
0,59.9401,21
0,59.9401,20
0,59.9401,28
0,59.9401,22
0,59.9401,22
0,59.9401,40
0,59.9401,39
0,59.9401,39
0,59.9401,25
0,59.9401,22
0,59.9401,40
0,60.9391,39
0,60.9391,40
0,60.9391,40
0,60.9391,38
0,60.9391,38
0,60.9391,39
0,60.9391,39
0,60.9391,37
0,60.9391,39
0,60.9391,39
0,60.9391,41
0,60.9391,38
0,60.9391,40
0,60.9391,43
0,60.9391,39
0,60.9391,39
0,60.9391,38
0,60.9391,39
0,60.9391,39
0,60.9391,46
0,60.9391,60
0,60.9391,28
0,60.9391,46
0,60.9391,40
0,60.9391,39
0,60.9391,40
0,60.9391,47
0,60.9391,39
0,60.9391,39
0,60.9391,39
0,59.9401,40
0,59.9401,24
0,59.9401,37
0,59.9401,38
0,59.9401,38
0,59.9401,66
0,59.9401,35
0,59.9401,39
0,59.9401,38
0,59.9401,39
0,59.9401,44
0,59.9401,37
0,59.9401,36
0,59.9401,40
0,59.9401,39
0,59.9401,33
0,59.9401,78
0,59.9401,38
0,59.9401,39
0,59.9401,61
0,59.9401,33
0,59.9401,66
0,59.9401,37
0,59.9401,39
0,59.9401,40
0,59.9401,40
0,59.9401,49
0,59.9401,38
0,59.9401,41
0,59.9401,40
0,60.3363,38
0,60.3363,38
0,60.3363,40
0,60.3363,39
0,60.3363,39
0,60.3363,39
0,60.3363,39
0,60.3363,39
0,60.3363,38
0,60.3363,44
0,60.3363,37
0,60.3363,40
0,60.3363,41
0,60.3363,37
0,60.3363,41
0,60.3363,38
0,60.3363,39
0,60.3363,38
0,60.3363,42
0,60.3363,37
0,60.3363,44
0,60.3363,38
0,60.3363,38
0,60.3363,39
0,60.3363,38
0,60.3363,48
0,60.3363,30
22,60.3363,98
22,60.3363,75
22,60.3363,57
22,58.7065,80
22,58.7065,61
22,58.7065,58
22,58.7065,46
22,58.7065,60
22,58.7065,56
22,58.7065,51
22,58.7065,45
22,58.7065,45
22,58.7065,47
22,58.7065,47
22,58.7065,50
22,58.7065,42
22,58.7065,49
22,58.7065,51
22,58.7065,45
