6,0,321
6,0,123
6,0,322
6,0,183
6,0,354
6,0,466
6,0,415
6,0,189
6,0,479
6,0,470
6,0,574
6,0,497
6,0,510
6,0,495
6,0,516
6,0,478
6,0,553
6,0,650
6,0,551
6,0,499
6,0,505
6,0,597
6,0,505
6,44.2478,615
6,44.2478,630
6,44.2478,514
6,44.2478,475
6,44.2478,286
6,44.2478,328
6,44.2478,476
6,44.2478,480
6,44.2478,504
6,44.2478,478
6,44.2478,507
6,44.2478,473
6,44.2478,284
6,44.2478,536
6,44.2478,478
6,44.2478,693
6,44.2478,584
6,44.2478,464
6,44.2478,195
6,44.2478,572
6,44.2478,1041
6,44.2478,1004
6,44.2478,1117
6,44.2478,1103
6,44.2478,1122
6,44.2478,1122
6,44.2478,1150
6,44.2478,1275
6,44.2478,786
6,44.2478,1196
6,60.757,1183
6,60.757,1105
6,60.757,1171
6,60.757,1141
6,60.757,1453
6,60.757,841
6,60.757,712
6,60.757,1060
6,60.757,1132
6,60.757,849
6,60.757,1104
6,60.757,1176
6,60.757,1127
6,60.757,1138
6,60.757,1106
6,60.757,1198
6,60.757,1129
6,60.757,1187
6,60.757,1154
6,60.757,1124
6,60.757,578
6,60.757,600
6,60.757,505
6,60.757,588
6,60.757,631
6,60.757,598
6,60.757,634
6,60.757,576
6,60.757,564
6,60.757,579
6,60.757,594
6,59.9803,590
6,59.9803,610
6,59.9803,555
6,59.9803,592
6,59.9803,598
6,59.9803,608
6,59.9803,597
6,59.9803,605
6,59.9803,588
6,59.9803,619
6,59.9803,583
6,59.9803,620
6,59.9803,584
6,59.9803,621
6,59.9803,668
6,59.9803,1102
6,59.9803,1131
6,59.9803,1135
6,59.9803,1134
6,59.9803,1085
6,59.9803,1109
6,59.9803,1078
6,59.9803,1218
6,59.9803,1161
6,59.9803,1133
6,59.9803,1140
6,59.9803,1191
6,59.9803,1136
6,59.9803,1144
6,59.9803,827
6,60.0394,1184
6,60.0394,1155
6,60.0394,1141
6,60.0394,1149
6,60.0394,1095
6,60.0394,1164
6,60.0394,1115
6,60.0394,1178
6,60.0394,801
6,60.0394,1155
6,60.0394,1179
6,60.0394,1187
6,60.0394,1190
6,60.0394,1188
6,60.0394,1112
6,60.0394,1155
6,60.0394,1167
6,60.0394,1189
6,60.0394,1161
6,60.0394,1214
6,60.0394,828
6,60.0394,1123
6,60.0394,1454
6,60.0394,1155
6,60.0394,1167
6,60.0394,1125
6,60.0394,1184
6,60.0394,1082
6,60.0394,1176
6,60.0394,1162
6,60.0394,1002
6,59.8039,1070
6,59.8039,1150
